"StationID","NumOfBus","NumOfPeo","X","Y"
115900112,1,3250,126.8278597199,37.5536179453
115900113,2,154,126.8539521279,37.5336487863
115900114,1,437,126.8539816967,37.5335722297
115900115,1,1019,126.8724183295,37.5503900089
115900116,1,3620,126.8298250178,37.5534189491
115900117,2,544,126.8550234736,37.5343394453
115900118,1,961,126.8536875781,37.5352704328
115900119,1,1665,126.8703510926,37.5520520784
115900120,1,1554,126.8308140121,37.552012862
115900121,1,2036,126.8404847373,37.5543709679
115900124,1,5111,126.8331241842,37.5478756223
115900125,1,2942,126.8310797888,37.5510968302
115900126,1,4929,126.8297393667,37.5532575299
115900127,1,5256,126.8282122309,37.5533940864
115900128,1,968,126.8378902625,37.5707078403
115900129,1,3589,126.8260631341,37.5532954243
115900130,1,2773,126.8409087867,37.5662650608
115900131,2,2433,126.8241692626,37.5500676051
115900132,2,3725,126.8242774574,37.5478510746
115900134,2,2368,126.8222346535,37.5473830524
115900135,1,7614,126.8386304653,37.5592460652
115900137,1,217,126.8212167365,37.551853645
115900138,1,0,0.0,0.0
115900139,2,757,126.8514757606,37.5527741489
115900140,2,186,126.8479819011,37.5427233992
115900141,2,328,126.850726634,37.5515729471
115900142,2,300,126.8502252218,37.5504558566
115900143,2,445,126.85131269,37.5494011485
115900144,2,311,126.850224658,37.5484752506
115900146,1,615,126.8570263026,37.5355160159
115900147,1,3036,126.852100007,37.5616236673
115900148,1,429,126.8226727076,37.5545167694
115900149,3,95,126.8507881666,37.5377376113
115900150,1,979,126.8560321425,37.5364474429
115900151,1,681,126.8439155633,37.5591423356
115900152,1,2129,126.8477466451,37.5599069591
115900153,1,1666,126.8486443616,37.5615336843
115900154,1,4766,126.8529789677,37.5613328111
115900155,1,224,126.8196509419,37.5788326481
115900156,1,8074,126.8499143847,37.5530776454
115900157,1,4158,126.8478384134,37.5531867241
115900158,1,199,126.8132284757,37.5768069244
115900159,1,2268,126.8464573797,37.5527406972
115900160,1,62,126.8136547657,37.578386307
115900161,1,897,126.8442047794,37.5528837238
115900163,1,1885,126.8415567994,37.5542696867
115900164,1,4452,126.8366173902,37.5755602606
115900165,1,0,126.8764691896,37.5488750708
115900166,1,1571,126.8732764729,37.5502377469
115900168,1,2144,126.869805293,37.5561118066
115900171,1,2352,126.8456364312,37.5589634783
115900172,1,1220,126.8497520174,37.5629182758
115900173,1,2225,126.8498917242,37.5626814662
115900174,1,3071,126.8513904609,37.5621012565
115900175,2,193,126.8461488525,37.5442591948
115900178,2,300,126.851055235,37.5405745983
115900179,2,303,126.851143455,37.540598138
115900180,2,427,126.8561245344,37.5348868564
115900181,2,280,126.850235687,37.5486194397
115900182,2,382,126.849284385,37.5478099476
115900183,2,991,126.8522416609,37.5540907066
115900184,1,6054,126.8400698187,37.5594219779
115900187,1,1142,126.8403195001,37.5644431588
115900189,1,760,126.8417735551,37.5593503403
115900190,1,6467,126.8390115466,37.5597050059
115900191,2,1521,126.8252405265,37.5517452299
115900192,2,710,126.8215963672,37.5469045098
115900193,1,1387,126.8318357277,37.5496273238
115900194,2,5281,126.8253974999,37.551408453
115900195,1,16594,126.8353186306,37.5478714943
115900198,1,2960,126.8381369893,37.5547275427
115900199,1,2303,126.8395111456,37.5544705711
115900200,1,2557,126.8379443491,37.5546252214
115900201,1,2769,126.8179815969,37.5534409346
115900202,1,853,126.8134050761,37.5768144123
115900203,1,69,126.8135874519,37.5785925502
115900204,1,59,126.8185765185,37.5834824238
115900205,2,473,126.8211156008,37.5481854937
115900206,1,2292,126.8708997,37.5555155833
115900207,2,298,126.8517272762,37.5366475666
115900208,1,1621,126.8709494221,37.5555615934
115900209,2,667,126.8240687003,37.5471082621
115900210,2,1107,126.8240952322,37.549302466
115900211,2,787,126.8244871379,37.550615042
115900212,1,1842,126.8680232498,37.5551078122
115900213,1,1580,126.8377373459,37.5707472783
115900214,1,4943,126.85163932,37.5387776474
115900215,1,1036,126.8578470281,37.5317540263
115900216,1,273,126.855997887,37.5348425483
115900217,1,165,126.8551211604,37.5359002645
115900218,1,138,126.85452258,37.5364762303
115900219,1,895,126.854983247,37.5358298097
115900220,1,1582,126.8491906586,37.537032727
115900221,1,791,126.8479875334,37.536604966
115900222,1,515,126.846684939,37.5361311077
115900223,1,2309,126.8462779542,37.533742673
115900224,1,16937,126.8459872958,37.5325726707
115900225,1,528,126.8478041617,37.5293950543
115900226,1,363,126.8518828439,37.5289352735
115900227,1,381,126.8541282205,37.5292192105
115900228,1,329,126.8565274699,37.5295150061
115900229,1,267,126.8581894818,37.5307641322
115900230,1,714,126.858040957,37.5315199743
115900231,1,939,126.8560563182,37.5350552783
115900232,1,596,126.8569390185,37.5355970088
115900233,1,690,126.8582737558,37.5364555609
115900234,1,594,126.859168675,37.5371360581
115900235,1,498,126.8584805675,37.5377930358
115900236,1,933,126.8575411898,37.5372836881
115900237,1,262,126.8563782102,37.5365469849
115900238,1,281,126.8558738262,37.5363940851
115900239,1,218,126.8549371793,37.5374138804
115900240,1,316,126.8540902645,37.5370866403
115900241,1,1685,126.8710419747,37.553782124
115900242,3,2883,126.8278268258,37.5623832427
115900243,1,92,126.8243050853,37.5642946364
115900244,1,163,126.8205427685,37.5622606514
115900245,1,437,126.8166371899,37.5544373278
115900246,1,70,126.8114926908,37.5748665364
115900247,1,106,126.8121203278,37.5733997171
115900248,1,65,126.8139764164,37.573289173
115900249,1,134,126.8179218929,37.572833087
115900250,1,229,126.8224832996,37.5702705064
115900251,1,68,126.8224296554,37.5687313134
115900252,1,39,126.8205790796,37.5689981279
115900253,1,185,126.8190663137,37.5680839545
115900254,1,247,126.8256738169,37.5667530681
115900255,1,228,126.8267452809,37.5618164643
115900256,1,600,126.8258114026,37.5603710302
115900257,1,83,126.8212623761,37.5615276837
115900258,1,7,126.8223996327,37.5624802084
115900259,1,64,126.824674146,37.5636538382
115900260,1,101,126.8239338563,37.5672256411
115900261,1,54,126.8194062875,37.567820925
115900262,1,8,126.8208224938,37.5686373065
115900263,1,74,126.8227000401,37.5688328966
115900264,1,68,126.8228502438,37.5701424865
115900265,1,42,126.8183981413,37.5729798792
115900266,1,62,126.8137232542,37.5735989327
115900267,1,85,126.8120173693,37.5736329462
115900268,1,173,126.8117384195,37.5746023226
115900269,1,5457,126.8717735698,37.5546415722
115900270,1,3747,126.8720632484,37.5546585833
116000001,16,7166,126.889423278,37.5097523349
116000002,15,5998,126.8884638807,37.509108047
116000003,12,1692,126.8839791469,37.5060021376
116000004,11,7781,126.883227988,37.5053435935
116000005,12,1696,126.8746047485,37.4997974847
116000006,12,2211,126.8744648549,37.4995873794
116000007,11,1559,126.8679976691,37.4996343963
116000008,11,6161,126.8670186731,37.4993764843
116000009,9,2549,126.8606016235,37.4967973409
116000010,9,3708,126.8620566339,37.4964773551
116000011,8,2684,126.8555213887,37.497351723
116000012,6,3972,126.8551315518,37.4971710251
116000013,13,6509,126.9015481288,37.4830994287
116000014,5,56371,126.9020198843,37.4846560288
116000015,4,4293,126.8922335487,37.5065124338
116000016,7,13812,126.8915707873,37.5070158798
116000017,7,1539,126.889452,37.505102
116000018,5,1743,126.8893190662,37.5052539407
116000019,7,2597,126.8895427717,37.5023535038
116000020,5,0,126.8886677877,37.5028131455
116000021,6,0,126.8915256482,37.4999070469
116000022,4,0,126.8912183491,37.499675181
116000023,4,2472,126.8916639974,37.4965226327
116000024,4,2342,126.8918138185,37.4969363762
116000025,4,3890,126.8879268367,37.4945619511
116000026,7,10047,126.8876042378,37.4947508763
116000027,4,2783,126.8843541994,37.4931095342
116000028,4,1994,126.8937508908,37.4907448518
116000029,5,599,126.8940057678,37.4912406878
116000030,2,4253,126.89262,37.490093
116000031,1,1606,126.8921539787,37.490039643
116000032,2,1653,126.890072,37.488807
116000033,2,3302,126.889168,37.487893
116000034,2,4436,126.886787,37.485278
116000035,2,1670,126.886453,37.48531
116000036,6,6364,126.8966245799,37.4840810323
116000037,2,6016,126.8975580792,37.4836339962
116000038,1,7976,126.8951579536,37.4840896521
116000039,3,3063,126.8949148184,37.4841029527
116000040,2,6251,126.8925903903,37.4814227788
116000041,3,2120,126.8926352264,37.4816976566
116000042,3,3128,126.8908838882,37.4800217989
116000043,3,2113,126.890398,37.479933
116000045,7,2340,126.8871866681,37.4828892475
116000046,8,595,126.8869928718,37.4824285977
116000047,8,1487,126.886268,37.48418
116000048,10,1411,126.8856450789,37.4860984011
116000049,10,3952,126.8849300663,37.4877971894
116000050,10,805,126.88461,37.48798
116000051,10,6950,126.8842398696,37.4902484188
116000052,10,7739,126.8840651203,37.4899022236
116000053,7,1680,126.8832312859,37.4937842571
116000054,6,2135,126.8829563911,37.4938362491
116000055,6,1285,126.8823840611,37.4967741772
116000056,6,1262,126.8840766793,37.4977886895
116000057,6,2944,126.8823344295,37.4995738531
116000058,6,11079,126.8828494432,37.5000384326
116000059,7,7054,126.8827624972,37.50067092
116000060,7,2742,126.8793093405,37.5035680895
116000061,4,1408,126.8789985402,37.5034172875
116000062,5,1689,126.8774020097,37.5051655805
116000063,5,2283,126.8772441351,37.5048734598
116000066,3,2684,126.8849526908,37.5064944251
116000067,3,2186,126.884705,37.506772
116000068,3,1335,126.882277,37.50455
116000069,4,1449,126.8821395273,37.5048451046
116000078,3,4479,126.8571865321,37.4971681205
116000080,4,3418,126.8562590276,37.4966344442
116000082,1,296,126.8518576272,37.4981960239
116000083,8,1603,126.8461421452,37.4968379665
116000084,9,3569,126.844651036,37.4965314426
116000085,9,2349,126.8432552131,37.4955528039
116000086,7,2004,126.842536958,37.4956023105
116000087,8,2672,126.8404926188,37.4943443323
116000088,8,1456,126.8394647757,37.4942645442
116000089,2,1200,126.8313415833,37.4911327081
116000090,2,837,126.8316708345,37.4915630038
116000091,2,647,126.8252083658,37.489387368
116000093,7,577,126.8354231175,37.4931082751
116000094,6,1690,126.8329863556,37.4932724033
116000095,6,1186,126.8334191898,37.4930883456
116000096,10,2411,126.830847,37.4933
116000097,10,1060,126.8304506092,37.4930633974
116000098,10,4816,126.82376,37.492802
116000099,10,4354,126.8244009171,37.492777021
116000100,5,627,126.8243871935,37.4960559471
116000101,6,2574,126.8221461174,37.4969745872
116000102,9,234,126.830866,37.494651
116000103,9,554,126.830852,37.494359
116000104,8,1251,126.829596,37.496815
116000105,9,342,126.8293338512,37.4967842434
116000106,7,363,126.829242,37.498605
116000107,8,657,126.82904,37.4984
116000108,5,389,126.8288506691,37.5028443541
116000111,2,195,126.8427722056,37.481029977
116000113,1,961,126.8397584889,37.4885952025
116000114,2,631,126.8395881733,37.4889175664
116000115,1,1916,126.8406511512,37.4905229687
116000116,3,2231,126.8405838383,37.4908013188
116000117,6,2332,126.8565297879,37.4869343975
116000118,6,2908,126.8561852068,37.4873583985
116000119,6,2322,126.856163714,37.4909006105
116000120,7,3029,126.8558209726,37.490945248
116000121,2,6504,126.8594403333,37.5063377311
116000122,4,3420,126.858358201,37.5061580205
116000123,2,6960,126.8552979346,37.5047224619
116000124,3,1708,126.854469381,37.5046337292
116000125,5,3906,126.8498423009,37.5026683511
116000126,3,1892,126.8506070009,37.5031820473
116000127,4,1548,126.8478312344,37.5021368312
116000128,5,4032,126.8480532092,37.5019938418
116000129,4,2304,126.8508090334,37.5011232856
116000130,5,1800,126.8517949619,37.4990015306
116000133,2,6589,126.8595393877,37.5071993014
116000134,4,2768,126.8620161844,37.5037086512
116000135,4,5489,126.861840334,37.5033849503
116000136,4,2786,126.8639042036,37.5004479522
116000137,4,1678,126.8633064132,37.500783373
116000138,2,7655,126.9016459933,37.4834896886
116000139,7,4517,126.8948240566,37.4786701093
116000140,4,761,126.8757691375,37.4892071508
116000141,3,2694,126.875812,37.49013
116000142,6,5716,126.8563774337,37.4938618953
116000143,6,4605,126.8573362269,37.4933872746
116000144,10,2416,126.8470627138,37.5007382302
116000145,8,3508,126.8469150982,37.5004695107
116000146,2,4472,126.8746559661,37.491484866
116000147,4,0,126.8762607392,37.4887147629
116000148,5,1359,126.8767266846,37.486627392
116000149,3,1620,126.8891546408,37.5001805833
116000151,6,1513,126.8759517554,37.489557872
116000153,1,4091,126.8869823451,37.4849129333
116000155,1,3746,126.8911892633,37.4838634911
116000156,7,1479,126.8359813615,37.4933027885
116000157,1,590,126.8315970998,37.4951898369
116000158,2,1826,126.8884450274,37.4875680756
116000159,1,199,126.8340799962,37.4934389034
116000160,1,599,126.886618,37.504635
116000161,1,556,126.884727,37.502823
116000162,1,1782,126.882557,37.501827
116000163,1,562,126.8849273969,37.5028041547
116000164,1,373,126.8866148382,37.5036149757
116000177,5,1029,126.8290590488,37.502231907
116000194,3,1258,126.821273,37.491642
116000195,9,727,126.821378915,37.4919218498
116000196,1,242,126.8832044582,37.5131858502
116000197,1,309,126.8858251114,37.5126846973
116000198,5,8404,126.8884812232,37.4959285478
116000200,3,0,126.8943735141,37.4935009845
116000201,5,1792,126.8908083287,37.4930931479
116000202,4,471,126.8249030466,37.4960440674
116000203,1,488,126.8318731354,37.4951514827
116000204,1,253,126.8342168006,37.4934553153
116000205,1,653,126.8302938286,37.4973776504
116000206,1,937,126.8298028034,37.4989529713
116000207,1,651,126.8295094827,37.5006177842
116000233,1,4018,126.8906780044,37.5002603987
116000235,1,0,126.8774140543,37.5047168446
116000287,2,1468,126.8436789633,37.5006058447
116000288,2,2499,126.8433197716,37.5003224419
116000292,1,1086,0.0,0.0
116000296,2,242,126.8223177329,37.4842080185
116000297,1,312,126.8222619414,37.4838925482
116000304,1,1135,126.8233534933,37.4765357653
116000305,1,500,126.8231244947,37.4763128498
116000346,1,2301,0.0,0.0
116000352,1,1234,0.0,0.0
116000354,1,570,0.0,0.0
116000357,1,154,0.0,0.0
116000358,2,1868,126.8855385287,37.5114571213
116000361,1,3047,126.8896176218,37.5106671338
116000372,4,19306,126.902058345,37.4846452474
116000381,1,799,126.8838007521,37.5101740596
116000388,1,196,126.8253681686,37.4955502458
116000389,2,1883,126.8889643647,37.5003597239
116000390,1,0,126.8831338556,37.4996998999
116000391,1,0,126.8829912618,37.5004801132
116000392,1,0,126.8903214893,37.4957878963
116000393,1,0,126.8885412507,37.4958700328
116000394,1,0,126.8471070266,37.5000840876
116000395,1,0,126.8473126837,37.500176266
116000402,1,0,126.8558015242,37.4910614665
116000403,1,0,126.8561510204,37.4910330573
116000404,1,0,126.8561360285,37.4876466919
116000405,1,0,126.8565858749,37.4865803318
116000406,1,0,126.894415566,37.4933532412
116000417,1,0,126.8795720894,37.5033556976
116000439,1,0,126.899486655,37.4831733858
116000440,1,0,126.89918654,37.4835182533
116000441,1,0,126.8948983529,37.4837488039
116000442,1,0,126.8947758913,37.483990191
116000443,1,0,126.8904658759,37.4800094707
116000444,1,0,126.8911041167,37.480201322
116000445,2,3063,126.840436726,37.4988209329
116000446,2,2487,126.8406077204,37.4987202403
116000447,2,2219,126.840776,37.495268
116000448,2,1217,126.8408783505,37.4953703071
116000563,4,1712,126.8834797536,37.4998227914
116000565,1,2231,126.8390871725,37.4857711322
116000568,4,282,126.8379747224,37.4856524684
116000576,1,0,126.8883126073,37.5089060574
116000577,1,0,126.887744365,37.5121981404
116000579,1,860,126.8421432373,37.4817022635
116000584,1,317,126.879911625,37.4982774322
116000585,1,522,126.8801466059,37.4998582043
116000586,1,1591,126.8827750112,37.5020712449
116000587,2,2996,126.8928650442,37.4902133018
116000589,2,644,126.8344144399,37.489479926
116000590,2,1347,126.8343073951,37.4893049619
116000591,2,1028,126.8419150635,37.4995684704
116000592,2,157,126.8239106044,37.4872651448
116000593,1,217,126.8426662872,37.4781571136
116000594,4,3220,126.8406958489,37.4795926371
116000595,4,1884,126.8386560567,37.481169506
116000596,1,1206,126.8800116763,37.4958292381
116000597,2,828,126.8408110709,37.483908182
116000598,1,1034,126.8408329321,37.4837306939
116000599,1,0,126.8895044358,37.5084115728
116000602,1,0,0.0,0.0
116000603,1,0,126.8974925044,37.4852820598
116000604,1,0,126.8967459454,37.4854535207
116000605,4,104,126.8368108972,37.4883595844
116000606,3,854,126.8369268829,37.4880650837
116000607,1,475,126.88181,37.509193
116000609,3,5498,126.8570002311,37.4934472423
116000611,2,1240,126.842048,37.499917
116000612,8,550,126.8557476395,37.4936834639
116000613,2,4385,126.8455328891,37.5010678452
116000614,2,2025,126.8453708568,37.5012109084
116000615,2,2530,126.8849702923,37.481231921
116000616,1,880,126.8804103352,37.488688207
116000617,1,1259,126.8803486444,37.4902247963
116000618,1,637,126.8796056725,37.495857977
116000619,4,214,126.8255161565,37.4952751777
116000620,1,1835,126.856838177,37.4881783244
116000621,1,893,126.8825792166,37.4998375728
116000622,1,1393,126.8826394518,37.4970474595
116000624,2,749,126.8295257073,37.5005565854
116900001,1,2420,126.8905311448,37.4962683786
116900002,1,1850,126.8738018673,37.4956839983
116900003,1,525,126.8516794789,37.4904850642
116900004,1,859,126.8463908198,37.5013221734
116900005,1,1818,126.8636135714,37.5035347914
116900006,2,444,126.8245965663,37.4889070744
116900007,1,2226,126.8917216988,37.4972904252
116900008,1,4943,126.8749196157,37.496817873
116900009,1,178,126.8455290537,37.5029295159
116900010,1,5215,126.8520747864,37.486149449
116900011,2,139,126.8253388224,37.4906689295
116900012,1,2575,126.8907054138,37.4985267032
116900013,1,465,126.8740426758,37.4957338159
116900014,1,2067,126.8510899904,37.4894994167
116900015,1,3826,126.8461848075,37.5047100465
116900016,1,1461,126.8447061907,37.5026653155
116900017,1,2361,126.8540082216,37.4862735028
116900018,1,0,126.8605440388,37.4918808558
116900019,1,1175,126.8539611844,37.5075268453
116900020,2,6987,126.8238225007,37.4920372556
116900023,1,548,126.8284021432,37.4986707024
116900024,1,5202,126.8452626754,37.5064984287
116900025,1,10743,126.8431461097,37.502295605
116900026,1,3538,126.8558975688,37.4863938669
116900027,1,841,126.8609086066,37.4910441607
116900028,1,432,126.8550186308,37.5070235315
116900029,2,513,126.8275715304,37.4910020128
116900031,1,44,126.8266538041,37.4981049614
116900032,1,1254,126.8446459743,37.502795896
116900033,1,527,126.8600859026,37.488916585
116900034,1,333,126.8557780682,37.5069011166
116900035,1,2073,126.8607022008,37.5059715765
116900036,1,609,126.8396347971,37.4967301913
116900038,1,134,126.8255144427,37.4958721554
116900041,1,312,126.8594179846,37.4880930845
116900042,1,4669,126.8585226484,37.5065258668
116900043,1,447,126.861266221,37.5049657103
116900045,1,0,126.8787765559,37.5035999836
116900047,1,1693,126.8250914854,37.4929546615
116900049,1,1592,126.8559186097,37.5048737044
116900050,1,2374,126.8623769754,37.5031035319
116900051,1,2344,126.8311553849,37.4884444513
116900052,1,1948,126.8767774731,37.5052712607
116900055,1,71,126.8247851552,37.4943446088
116900057,1,1016,126.8564113368,37.5039155326
116900058,1,2034,126.8635070759,37.501145848
116900059,1,503,126.8325389207,37.4892249737
116900060,1,3049,126.8766945181,37.4863072924
116900062,1,266,126.8255107353,37.4960073153
116900064,1,3276,126.8561270364,37.5023562812
116900065,1,844,126.8620826591,37.5007747419
116900067,1,1161,126.8784997827,37.5068806092
116900068,2,972,126.8811730911,37.4901642749
116900070,1,69,126.8265496413,37.498153468
116900072,1,1581,126.8557461282,37.5004598987
116900073,1,707,126.8603584192,37.5010736844
116900074,1,199,126.8381478834,37.4887281726
116900076,1,541,126.828651886,37.4987611751
116900077,1,663,126.8495559681,37.4999376488
116900078,1,1535,126.8566699859,37.4987822702
116900079,1,1553,126.8590429861,37.501699289
116900080,1,118,126.8391014285,37.4892848524
116900081,2,2057,126.8493637685,37.5027164013
116900082,2,3005,126.8834653518,37.492350833
116900083,1,413,126.8540092198,37.4915710921
116900084,1,1543,126.8968737126,37.4862853517
116900085,1,644,126.851015214,37.5003864446
116900086,2,1096,126.8584600653,37.5001324771
116900088,1,2209,126.8831869844,37.5062518631
116900090,1,747,126.8557099187,37.4916515773
116900091,2,844,126.8844435798,37.5106973286
116900092,3,2250,126.8520611459,37.4987991162
116900093,1,25075,126.9014954263,37.4844843828
116900094,2,22078,126.8940714905,37.4943504544
116900095,1,4588,126.8822413286,37.5098832621
116900096,2,1237,126.84382573,37.4934355715
116900097,1,18076,126.8581281453,37.495033642
116900098,2,2406,126.9000463797,37.4831747617
116900099,2,2704,126.8623393681,37.4970967423
116900100,1,6503,126.8540163564,37.4861608749
116900101,2,2039,126.8896835849,37.4958206432
116900103,1,123,126.8424570408,37.4916526706
116900104,2,404,126.8606641972,37.4984239044
116900105,1,2908,126.855606074,37.4862619498
116900106,1,15923,126.8520772506,37.4860467262
116900107,2,19474,126.8586855509,37.4951118049
116900110,1,131,126.8434599895,37.4922658527
116900111,5,3854,126.8406703019,37.4793763374
116900112,5,609,126.83851843,37.4810197346
116900113,5,4514,126.8384831856,37.4863614322
116900116,1,4492,126.8958510449,37.4849571278
116900117,2,1143,126.8748011533,37.4932574901
116900118,1,12000,126.9014703788,37.484614121
116900120,1,2529,126.8758985122,37.4930315699
116900121,1,1459,126.8750332332,37.4930430005
116900122,2,2097,126.8761587458,37.4929561503
116900123,2,2531,126.8759758863,37.4913781266
116900124,2,1318,126.8510128941,37.5009847732
116900125,4,612,126.832990173,37.4892057882
116900126,1,5258,126.8722148101,37.4952173233
116900128,1,336,126.8824062916,37.5100023717
116900129,2,462,126.8854408047,37.5117462798
116900130,3,7157,126.8899931754,37.5106647809
116900131,1,1539,126.8830795784,37.5062202183
116900132,1,801,126.8813245848,37.5073421413
116900133,1,1569,126.8782393614,37.5063468892
116900134,1,2739,126.8774688058,37.5058198494
116900136,1,2393,126.890871533,37.4986205714
116900137,1,2856,126.8916635467,37.4976174721
116900138,1,1614,126.8908356291,37.4960920442
116900139,1,1831,126.8894341189,37.4947318776
116900140,1,1468,126.8922617076,37.4914076166
116900141,1,4064,126.8911940068,37.4891691976
116900142,1,286,126.842489581,37.4917743629
116900143,2,3209,126.8905621992,37.4873871314
116900144,1,505,126.8417367172,37.4910921229
116900145,1,1793,126.8917920104,37.4861834877
116900147,1,11281,126.8937835226,37.4852697727
116900148,1,158,126.8392557575,37.4888927848
116900149,1,1439,126.8565503437,37.4986550696
116900150,1,94,126.8380372984,37.4886180865
116900151,1,619,126.9006494039,37.4829265654
116900153,1,1203,126.855655416,37.5005796345
116900154,2,2403,126.861808582,37.497292563
116900155,1,919,126.8369839639,37.4883372957
116900157,1,5793,126.855998104,37.5023525197
116900158,2,1785,126.8605354339,37.4983327411
116900159,2,2041,126.8977560605,37.4868817485
116900160,2,4942,126.8856372215,37.4934775322
116900161,3,2832,126.8919759396,37.5076542306
116900162,1,0,126.8463989967,37.481867368
116900163,1,2286,126.8562509235,37.5038117109
116900164,2,494,126.8581149442,37.5002176678
116900165,2,1780,126.8821344238,37.4915421241
116900166,1,797,126.8485658093,37.4822720576
116900167,1,3351,126.8557648896,37.5048176486
116900168,1,3557,126.8586282642,37.5015032543
116900169,1,11589,126.8941436618,37.4849562689
116900170,2,2085,126.8815338211,37.4901745492
116900171,1,874,126.8499946754,37.4819053285
116900172,1,3787,126.8596543326,37.50682458
116900173,1,2181,126.8604736214,37.5011612274
116900174,2,498,126.8239763483,37.4871985611
116900175,1,4313,126.8916518401,37.4861491173
116900178,1,952,126.852674925,37.482280857
116900179,1,2397,126.8585760434,37.5064024799
116900180,1,803,126.8624422171,37.5008337327
116900182,2,6601,126.8903867532,37.4875023101
116900183,1,1923,126.8757443597,37.4898288863
116900185,1,352,126.8510594597,37.5003180166
116900186,1,1034,126.853907849,37.4838124632
116900187,1,514,126.8559436211,37.5065732115
116900188,1,949,126.8644775225,37.500508084
116900189,1,236,126.8225326433,37.4841813084
116900191,1,3401,126.8909461726,37.4892915192
116900192,1,2854,126.8759201764,37.4915573877
116900194,3,4546,126.8558271962,37.4971205133
116900195,1,332,126.8496002799,37.4998367818
116900196,1,1330,126.854604124,37.4851235277
116900197,1,782,126.8549532265,37.5069198246
116900198,1,2700,126.8664492745,37.500294065
116900200,1,709,126.8514133118,37.4935475792
116900201,1,1533,126.848671162,37.4995526493
116900202,1,771,126.856147179,37.4859598389
116900203,1,834,126.8537204834,37.5074094044
116900204,1,1693,126.8653108421,37.5012731714
116900206,1,190,126.8515665925,37.4915265978
116900207,1,543,126.8644523136,37.5019399059
116900208,2,221,126.8233698807,37.4859054735
116900209,1,586,126.8397315321,37.4969772246
116900210,2,3502,126.8890701596,37.4945954699
116900211,1,1440,126.8745918696,37.4953252995
116900212,1,969,126.8516375218,37.4911148827
116900213,1,2170,126.879686208,37.5076585727
116900214,1,2867,126.8798403389,37.5074731027
116900215,1,734,126.8813606125,37.5074485074
116900216,2,1280,126.8764810511,37.5060035465
116900218,3,399,126.884131,37.510818
116900219,2,2830,126.8838670127,37.4907661875
116900220,1,1952,126.8864311689,37.498675859
116900221,1,2616,126.8862917876,37.4988532421
116900222,3,1743,126.8903204443,37.4932201295
116900223,1,1452,126.8919237085,37.4913135931
116900226,1,928,126.8630521319,37.5052569107
116900227,1,1684,126.8633574838,37.5044112672
116900228,1,3362,126.8623952149,37.5067232768
116900230,1,3390,126.8469792868,37.5033774485
116900231,1,3344,126.8462944948,37.5047237058
116900232,1,6939,126.8454006743,37.5064968072
116900233,1,3275,126.8466955709,37.5032887727
116900234,1,158,126.8472760003,37.4993066553
116900235,2,881,126.8568103759,37.4880430956
116900238,3,1666,126.8559170573,37.4974414153
116900239,1,4771,126.858658118,37.4952658606
116900240,2,28209,126.8587648964,37.4950163829
116900241,2,451,126.8212351553,37.4843866063
116900242,3,1719,126.8384475733,37.4871453438
116900243,3,78,126.8377361736,37.4856296135
116900245,1,519,126.8468826207,37.5003117758
116900246,2,264,126.8234378684,37.4858461022
116900247,1,5026,126.8525668218,37.5079405208
116900248,1,650,126.8640031743,37.5026269302
116900249,3,220,126.8421807801,37.4794432441
116900250,4,1228,126.8383079681,37.483186603
116900251,1,7137,126.838684808,37.4862040145
116900252,5,3543,126.838209,37.482418
116900253,1,0,126.8422925549,37.4827495463
116900254,1,7462,126.8423169807,37.4829640418
116900255,1,1583,126.8722335954,37.4954759601
116900256,1,4126,126.8733862133,37.4954827267
116900257,1,2450,126.8524610449,37.5082359497
116900258,1,925,126.8500803806,37.5074796322
116900259,1,1636,126.8501021495,37.5073408903
116900260,1,461,126.8479448736,37.508007651
116900261,1,438,126.8479791035,37.5078617167
116900262,1,548,126.8469033498,37.5078846571
116900263,1,65,126.8404626836,37.4914039933
116900264,1,870,126.8376214336,37.4895312345
116900265,1,733,126.8414223144,37.4766560116
116900266,1,328,126.8321888477,37.4900165467
116900267,1,78,126.8416505765,37.49118392
116900268,1,1155,126.8397337562,37.476880812
116900269,3,1879,126.8879281059,37.4959829917
116900271,1,8255,126.8899098577,37.5103997797
116900272,2,2112,126.8999954764,37.4814923556
116900273,1,4135,126.8957736653,37.4844929907
116900274,1,1313,126.8448667042,37.4819347512
116900275,1,1090,126.8452304506,37.482105537
116900276,2,1945,126.8391057041,37.4860937526
116900277,1,623,126.8437977221,37.4937155428
116900278,1,58,126.8421365691,37.492931809
116900279,1,130,126.8471890485,37.4942450511
116900280,1,463,126.8496238449,37.4948537163
116900281,4,6983,126.8587232011,37.4937341426
116900282,1,396,126.8491644859,37.5001701123
116900283,1,532,126.8487500846,37.5010457523
116900284,1,823,126.8456186056,37.5013245079
116900285,1,4431,126.8886745429,37.5108390341
116900286,1,789,126.8864483095,37.508664564
116900287,1,279,126.8530207872,37.4909356859
116900288,1,1166,126.8530208433,37.4899439502
116900289,1,240,126.852516588,37.4899694889
116900290,1,174,126.8519801462,37.4899567196
116900291,1,199,126.851867803,37.4941582102
116900292,1,177,126.8532196363,37.4938432498
116900293,1,739,126.8515643477,37.4922955918
116900294,1,804,126.8576518404,37.5056424974
116900295,1,4024,126.8934269571,37.4805806947
116900296,1,1970,126.8973623264,37.4816125117
116900297,1,679,126.8983627904,37.4831833011
